#orth_id	category	organism(s)
SinMel17781	accessory	A0643DD AK58 M162 M243 M249 M270 T073 USDA1021
SinMel17782	accessory	M243 M249
SinMel17784	accessory	A0643DD M243 M270
SinMel17793	accessory	M243 M270
SinMel17797	accessory	AK11 AK83 M243 T073
SinMel17799	accessory	M162 M243 M249 M270 T073 USDA1021
SinMel1780	accessory	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel17801	accessory	M243 SM11
SinMel17802	accessory	HM007-10 M243
SinMel17803	accessory	HM007-10 M243
SinMel17805	accessory	HM007-10 M243
SinMel17816	accessory	1A42 AK11 M243
SinMel1782	accessory	HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH46b KH46c KH48e M156 M162 M195 M243 M270 M30 N6B1 N6B7 T027 T073 T094 USDA1002 USDA1021
SinMel17820	accessory	KH48e M243
SinMel17822	accessory	GR4 M243
SinMel17823	accessory	HM007-17 HM015-1 HM031-1 KH46c M243
SinMel17824	accessory	HM007-10 HM007-17 HM015-1 HM031-1 KH16b KH35c M243 T073 T094
SinMel17825	accessory	AK11 M243 M270
SinMel1783	accessory	1A42 2011 5A14 A0641M AE608H AK11 AK58 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel17831	accessory	M243 M270
SinMel17834	accessory	AK75 M243 M270 USDA1021
SinMel17836	accessory	M243 M270
SinMel17880	accessory	HM015-1 KH12g KH46b KH46c M210 M243
SinMel17883	accessory	KH46b M243 T094 USDA1021
SinMel17884	accessory	M243 M249
SinMel17886	accessory	HM007-10 HM007-17 HM015-1 HM031-1 KH35c KH48e M210 M243 T094
SinMel17889	accessory	HM015-1 KH12g M162 M210 M243 T073 USDA1021
SinMel17890	accessory	HM006-1 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH46b KH48e M243 T073 T094
SinMel17891	accessory	KH12g KH16b KH35b KH46b KH46c M210 M243 T094 USDA1021
SinMel17893	accessory	1A42 A0643DD GR4 H1 HM031-1 KH16b KH46c M210 M243 N6B1 Rm41
SinMel17894	accessory	KH12g M243
SinMel17895	accessory	HM015-1 M243
SinMel179	accessory	1A42 M156 M162 M195 M243 M249 M268 M270 M30 T027 T073
SinMel17903	accessory	GR4 M243
SinMel17905	accessory	AK58 HM006-1 KH30a M162 M243 M249 Rm1021
SinMel17907	accessory	M243 T094
SinMel17912	accessory	HM007-10 KH12g KH30a KH35b KH35c M10 M243
SinMel17917	accessory	M243 M249
SinMel1792	accessory	KH16b KH30a KH35b KH35c KH46b KH46c M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 T027 T073
SinMel17921	accessory	HM007-12 HM031-1 KH12g KH30a KH35b KH35c KH48e M243 USDA1002
SinMel17922	accessory	M210 M243
SinMel17930	accessory	M243 USDA1021
SinMel17936	accessory	AK58 M243
SinMel17939	accessory	HM007-10 KH35c M243
SinMel17941	accessory	M243 T094
SinMel17942	accessory	M243 N6B1
SinMel17944	accessory	5A14 AK83
SinMel17946	accessory	1A42 AK11 AK83 B021CC BL225C C0431A GR4 H1
SinMel17949	accessory	A0643DD AK58 AK83 M249 M270
SinMel17950	accessory	1A42 AK58 AK75 AK83 M162 M270 N6B1 USDA1002 USDA1021
SinMel17952	accessory	1A42 5A14 AK58 AK83 GR4 Rm41
SinMel17961	accessory	5A14 A0643DD AK83 N6B1
SinMel17963	accessory	AK83 M162
SinMel17973	accessory	5A14 A0643DD AK83
SinMel17974	accessory	1A42 AK83 B021CC BL225C C0431A H1
SinMel17976	accessory	5A14 A0643DD AK83 M162 M249 M270 N6B1 Rm41
SinMel17979	accessory	AK83 M210
SinMel1799	accessory	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel17991	accessory	AK83 M270
SinMel17998	accessory	AK83 M162 T073
SinMel17999	accessory	AK83 M249
SinMel180	accessory	1A42 M156 M162 M195 M243 M249 M268 M270 M30 T027 T073
SinMel18003	accessory	AK83 M162 T073
SinMel18004	accessory	AK83 KH30a KH35b M162 Rm41 T073
SinMel18005	accessory	AK83 KH12g KH30a KH35b KH48e M162 Rm41 T073
SinMel18006	accessory	AK83 KH12g KH30a KH35b KH48e M162 Rm41 T073
SinMel18008	accessory	AK83 HM007-10 KH35c
SinMel18014	accessory	AK83 USDA1021
SinMel18015	accessory	AK83 USDA1021
SinMel18020	accessory	AK83 M162
SinMel18025	accessory	1A42 AK75 AK83 M270 USDA1021
SinMel18029	accessory	AK11 AK83
SinMel18037	accessory	1A42 AK58 AK75 AK83
SinMel18038	accessory	1A42 AK58 AK75 AK83
SinMel18039	accessory	1A42 AK58 AK75 AK83
SinMel18040	accessory	1A42 AK58 AK75 AK83
SinMel18041	accessory	1A42 AK58 AK75 AK83
SinMel18046	accessory	AK83 HM007-10 HM015-1 HM031-1 N6B1
SinMel18049	accessory	AK58 AK75 AK83 USDA1021
SinMel18050	accessory	AK11 AK58 AK75 AK83 KH16b Rm41 USDA1021
SinMel18052	accessory	AK11 AK58 AK75 AK83 KH16b KH46c Rm41
SinMel18055	accessory	AK83 BL225C C0431A
SinMel18056	accessory	1A42 AK83 C0431A
SinMel18062	accessory	AK83 USDA1021
SinMel18064	accessory	AK83 GR4 HM015-1 KH48e M210
SinMel18070	accessory	AK83 M210
SinMel18071	accessory	AK83 M270
SinMel18073	accessory	AK83 M270
SinMel18082	accessory	AK83 M270
SinMel18087	accessory	AK58 AK83
SinMel18089	accessory	AK58 AK83
SinMel18090	accessory	AK58 AK83
SinMel18095	accessory	AK58 AK83
SinMel18100	accessory	5A14 A0641M A0643DD AK58 AK83
SinMel18101	accessory	5A14 A0641M A0643DD AK58 AK83 N6B1 USDA1002 USDA1021
SinMel18102	accessory	5A14 A0641M A0643DD AK58 AK83 N6B1 SM11 USDA1002 USDA1021
SinMel18103	accessory	5A14 A0641M A0643DD AK58 AK83 N6B1 USDA1002 USDA1021
SinMel18104	accessory	5A14 A0641M A0643DD AK58 AK83 N6B1 SM11 USDA1002 USDA1021
SinMel18105	accessory	5A14 A0641M A0643DD AK58 AK83 N6B1 SM11 T073 USDA1002 USDA1021
SinMel18106	accessory	AK58 AK83
SinMel18107	accessory	5A14 A0641M A0643DD AK58 AK83 BL225C C0431A N6B1 SM11 USDA1002 USDA1021
SinMel18108	accessory	5A14 A0641M A0643DD AK58 AK83 BL225C C0431A N6B1 SM11 USDA1002 USDA1021
SinMel18109	accessory	5A14 A0641M A0643DD AK58 AK83 BL225C C0431A N6B1 SM11 USDA1002 USDA1021
SinMel18110	accessory	5A14 A0641M A0643DD AK58 AK83 BL225C C0431A N6B1 SM11 USDA1002 USDA1021
SinMel18111	accessory	AK83 BL225C C0431A N6B1 USDA1002 USDA1021
SinMel18112	accessory	5A14 AK58 AK83 B021CC BL225C C0431A
SinMel18114	accessory	AK58 AK83
SinMel18115	accessory	AK83 M210
SinMel18116	accessory	AK83 M210
SinMel18117	accessory	1A42 AK83 GR4 M210 M249 T094
SinMel18118	accessory	1A42 AK83 M210 M249 T094
SinMel18129	accessory	AK83 SM11
SinMel18132	accessory	AK83 SM11
SinMel18139	accessory	AK83 USDA1021
SinMel18141	accessory	1A42 A0641M AK58 AK83 GR4 SM11 USDA1021
SinMel18142	accessory	AK83 BL225C C0431A HM006-1 HM007-12 KH46c M162 M210 M270
SinMel18144	accessory	AK58 AK83 GR4 N6B1 SM11
SinMel18150	accessory	AK75 AK83 M270 N6B1
SinMel18161	accessory	AK83 N6B1
SinMel18162	accessory	AK83 B021CC GR4 M270 N6B1
SinMel18163	accessory	AK83 B021CC GR4 M270 N6B1
SinMel18164	accessory	AK83 B021CC GR4 M270 N6B1
SinMel18165	accessory	AK83 GR4
SinMel18166	accessory	AK11 AK58 AK75 AK83 B021CC BL225C C0431A
SinMel18174	accessory	AK83 B021CC GR4 Rm41
SinMel18180	accessory	AK58 AK83 N6B1 Rm41
SinMel18183	accessory	AK83 M270 N6B1
SinMel18186	accessory	AK83 M10
SinMel1819	accessory	A0643DD AE608H C0431A H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH16b KH30a KH35c KH46b KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 T027 T073 T094 USDA1002 USDA1021
SinMel18195	accessory	5A14 AK83 SM11 T094 USDA1002
SinMel18197	accessory	AK83 HM007-10 KH35c
SinMel18198	accessory	AK83 HM007-10
SinMel182	accessory	1A42 M156 M162 M195 M249 M268 M270 M30 T027 T073
SinMel1820	accessory	1A42 HM007-17 HM015-1 KH30a KH35b M162 M195 M210 M270 M30 N6B1 T027 T073
SinMel18200	accessory	AK83 HM007-10 KH35c
SinMel18201	accessory	AK11 AK83 HM007-10 KH35c M270
SinMel18205	accessory	AK83 HM007-10 KH35c
SinMel18206	accessory	AK83 HM007-10 KH35c
SinMel18207	accessory	AK83 HM007-10 KH35c
SinMel18208	accessory	AK83 HM007-10 KH35c
SinMel18211	accessory	AK83 HM007-10 KH35c
SinMel18212	accessory	5A14 A0643DD AK83 M249
SinMel18214	accessory	AK83 HM007-10 KH35c
SinMel18218	accessory	AK83 HM007-10 M249 M270
SinMel18219	accessory	AK83 KH16b
SinMel18220	accessory	AK83 BL225C HM015-1 M270
SinMel18224	accessory	AK83 C0431A HM007-17
SinMel18225	accessory	AK83 C0431A GR4 HM007-10 HM007-17 HM015-1 HM031-1 KH35c KH46c M210 M249
SinMel18227	accessory	AK83 GR4 SM11
SinMel18240	accessory	2011 AK83 KH16b Rm1021
SinMel18243	accessory	2011 AK83 KH16b Rm1021
SinMel18245	accessory	AK83 KH16b
SinMel18248	accessory	2011 AK83 KH16b Rm1021
SinMel18249	accessory	2011 AK83 KH16b Rm1021
SinMel18250	accessory	2011 AK83 KH12g KH16b KH48e M210 Rm1021
SinMel18251	accessory	AK58 AK83 KH12g KH48e Rm41
SinMel18253	accessory	AK83 HM007-17
SinMel18254	accessory	AK83 H1 KH16b
SinMel18255	accessory	AK83 H1 KH16b
SinMel18256	accessory	AK83 KH16b M210
SinMel18266	accessory	AK83 B021CC SM11 USDA1002
SinMel18273	accessory	AK58 AK83 B021CC BL225C GR4 SM11
SinMel18274	accessory	A0641M AK83 USDA1021
SinMel18275	accessory	AK83 M162 M270 USDA1021
SinMel18279	accessory	AK83 USDA1021
SinMel18280	accessory	AK83 HM015-1 M270
SinMel18282	accessory	A0641M AK58 AK83 HM006-1 KH30a M10 M249
SinMel18284	accessory	AK83 B021CC M162 M249 SM11
SinMel18289	accessory	AK83 HM015-1 M162 M270
SinMel18290	accessory	AK83 M162
SinMel18291	accessory	AK83 M162
SinMel183	accessory	1A42 M156 M195 M249 M30 T027 T073
SinMel18306	accessory	AK83 M270
SinMel1831	accessory	HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 T027 T073 T094 USDA1002 USDA1021
SinMel18315	accessory	AK83 HM006-1 HM015-1 M10
SinMel18331	accessory	AK83 B021CC HM015-1 KH30a M162 M249 M270
SinMel1836	accessory	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel18363	accessory	AK11 AK83 KH35c
SinMel1838	accessory	M195 N6B7
SinMel18388	accessory	AK58 AK83 B021CC BL225C C0431A H1 KH35b M10 M162 M270 SM11
SinMel18389	accessory	AK83 B021CC USDA1002 USDA1021
SinMel18390	accessory	AK83 B021CC M10 T073
SinMel18392	accessory	AK83 M270
SinMel18395	accessory	AK83 B021CC
SinMel18397	accessory	AK83 B021CC SM11
SinMel18399	accessory	AK83 USDA1021
SinMel184	accessory	1A42 M156 M195 M249 M30 T027 T073
SinMel18400	accessory	AK58 AK83 B021CC SM11 USDA1021
SinMel18401	accessory	AK58 AK83
SinMel18403	accessory	AK58 AK83 B021CC
SinMel18404	accessory	A0641M AK83 B021CC BL225C
SinMel18405	accessory	A0641M AK83 BL225C C0431A H1 HM006-1 HM007-12 HM031-1 M270 T073 USDA1021
SinMel18406	accessory	AK58 AK83 BL225C C0431A H1
SinMel18409	accessory	AK58 AK83 B021CC BL225C C0431A H1 KH35b M10 M162 M270 SM11 T073
SinMel1841	accessory	2011 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M195 M210 M249 M270 N6B1 N6B7 Rm1021 T073 T094 USDA1002 USDA1021
SinMel18410	accessory	AK83 GR4
SinMel18411	accessory	AK83 GR4
SinMel18415	accessory	1A42 AK75 AK83 N6B1
SinMel18416	accessory	1A42 AK75 AK83 HM006-1 M10 N6B1
SinMel18417	accessory	1A42 AK75 AK83 N6B1
SinMel18421	accessory	AK83 HM006-1 HM007-12 M270 SM11
SinMel18422	accessory	AK83 HM006-1 HM007-12
SinMel18423	accessory	AK83 M270
SinMel18434	accessory	KH35b KH35c Rm41
SinMel18435	accessory	KH35b KH35c Rm41
SinMel18436	accessory	KH35b KH35c Rm41
SinMel18437	accessory	KH35b KH35c Rm41
SinMel18438	accessory	KH35b KH35c Rm41
SinMel18439	accessory	KH35b KH35c Rm41
SinMel18440	accessory	KH35b KH35c Rm41
SinMel18441	accessory	KH35b KH35c Rm41
SinMel18455	accessory	KH30a KH35b KH46b Rm41
SinMel18463	accessory	1A42 Rm41
SinMel18469	accessory	B021CC GR4 HM006-1 HM007-10 HM007-12 KH30a KH35b KH35c M162 M270 Rm41
SinMel18471	accessory	KH30a KH35b Rm41
SinMel18472	accessory	KH30a KH35b Rm41
SinMel18473	accessory	KH30a KH35b Rm41
SinMel18474	accessory	1A42 KH30a KH35b Rm41
SinMel18475	accessory	KH30a KH35b Rm41
SinMel18476	accessory	KH30a KH35b Rm41
SinMel18477	accessory	KH30a KH35b Rm41
SinMel18478	accessory	KH30a KH35b Rm41
SinMel18479	accessory	KH30a KH35b Rm41
SinMel18481	accessory	KH30a KH35b Rm41
SinMel18482	accessory	KH30a KH35b Rm41
SinMel18483	accessory	KH30a KH35b Rm41
SinMel18484	accessory	KH30a KH35b Rm41
SinMel18485	accessory	AK11 KH30a KH35b M270 Rm41
SinMel18486	accessory	KH30a KH35b Rm41
SinMel18487	accessory	KH30a KH35b Rm41
SinMel18488	accessory	KH30a KH35b Rm41
SinMel18489	accessory	KH30a KH35b Rm41
SinMel18490	accessory	KH30a KH35b Rm41
SinMel18491	accessory	KH30a KH35b Rm41
SinMel18492	accessory	KH30a KH35b Rm41
SinMel18494	accessory	KH30a KH35b Rm41
SinMel18495	accessory	KH30a KH35b Rm41
SinMel18496	accessory	KH30a KH35b Rm41
SinMel18497	accessory	KH30a KH35b Rm41
SinMel18498	accessory	KH30a KH35b Rm41
SinMel18499	accessory	KH30a KH35b Rm41
SinMel185	accessory	1A42 M10 M156 M162 M195 M243 M249 M268 M270
SinMel18500	accessory	KH30a KH35b Rm41
SinMel18501	accessory	KH30a KH35b Rm41
SinMel18502	accessory	KH30a KH35b Rm41
SinMel18503	accessory	KH30a KH35b Rm41
SinMel18504	accessory	KH30a KH35b Rm41
SinMel18505	accessory	H1 KH30a KH35b Rm41
SinMel18506	accessory	KH30a KH35b Rm41
SinMel18507	accessory	KH30a KH35b Rm41
SinMel18508	accessory	KH30a KH35b Rm41
SinMel18509	accessory	B021CC KH30a KH35b Rm41
SinMel1851	accessory	2011 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel18512	accessory	KH30a KH35b Rm41
SinMel18513	accessory	KH30a KH35b Rm41
SinMel18514	accessory	KH30a KH35b Rm41
SinMel18515	accessory	KH30a KH35b Rm41
SinMel18516	accessory	B021CC KH30a KH35b Rm41
SinMel18517	accessory	B021CC KH30a KH35b Rm41
SinMel18518	accessory	B021CC KH30a KH35b Rm41
SinMel18519	accessory	B021CC KH30a KH35b Rm41
SinMel18520	accessory	KH30a KH35b Rm41
SinMel18521	accessory	1A42 KH30a KH35b Rm41
SinMel18522	accessory	1A42 KH30a KH35b Rm41
SinMel18523	accessory	KH30a KH35b Rm41
SinMel18524	accessory	KH30a KH35b Rm41
SinMel18525	accessory	KH30a KH35b Rm41
SinMel18527	accessory	KH30a KH35b Rm41
SinMel18528	accessory	KH30a KH35b Rm41
SinMel18529	accessory	KH30a KH35b Rm41
SinMel18530	accessory	KH30a KH35b Rm41
SinMel18531	accessory	KH30a KH35b Rm41
SinMel18532	accessory	KH30a KH35b Rm41
SinMel18533	accessory	H1 KH30a M162 Rm41
SinMel18536	accessory	KH30a KH35b Rm41
SinMel18537	accessory	KH30a KH35b Rm41
SinMel18538	accessory	KH30a KH35b Rm41
SinMel18542	accessory	KH30a KH35b Rm41
SinMel18543	accessory	KH30a KH35b Rm41
SinMel18544	accessory	KH30a KH35b Rm41
SinMel18545	accessory	KH30a KH35b Rm41
SinMel18546	accessory	KH30a KH35b Rm41
SinMel18547	accessory	KH30a KH35b Rm41
SinMel18551	accessory	KH30a KH35b Rm41
SinMel18552	accessory	KH30a KH35b Rm41
SinMel18553	accessory	KH30a KH35b Rm41
SinMel18554	accessory	KH30a KH35b Rm41
SinMel18555	accessory	KH30a KH35b Rm41
SinMel18556	accessory	KH30a KH35b Rm41
SinMel18557	accessory	KH30a KH35b Rm41
SinMel18558	accessory	KH30a KH35b Rm41
SinMel18559	accessory	KH30a KH35b Rm41
SinMel18560	accessory	KH30a KH35b Rm41
SinMel18561	accessory	KH30a KH35b Rm41
SinMel18562	accessory	KH30a KH35b Rm41
SinMel18563	accessory	KH30a KH35b Rm41
SinMel18564	accessory	AK11 AK75 KH35b N6B1 Rm41
SinMel18566	accessory	KH30a Rm41
SinMel18568	accessory	KH30a KH35b Rm41
SinMel18569	accessory	KH30a KH35b Rm41
SinMel18570	accessory	KH30a KH35b Rm41
SinMel18571	accessory	KH30a KH35b Rm41
SinMel18572	accessory	KH30a KH35b Rm41
SinMel18573	accessory	KH30a KH35b Rm41
SinMel18574	accessory	KH30a KH35b Rm41
SinMel18575	accessory	KH30a KH35b Rm41
SinMel18576	accessory	KH30a KH35b Rm41
SinMel18577	accessory	KH30a Rm41
SinMel18578	accessory	KH30a KH35b Rm41
SinMel18579	accessory	KH30a KH35b Rm41
SinMel18580	accessory	KH30a KH35b Rm41
SinMel18582	accessory	KH30a KH35b Rm41
SinMel18584	accessory	A0643DD M270 Rm41 SM11
SinMel18585	accessory	A0643DD M270 Rm41 SM11
SinMel18586	accessory	M270 Rm41
SinMel18588	accessory	M270 Rm41
SinMel18590	accessory	M270 Rm41
SinMel18592	accessory	M270 Rm41
SinMel18595	accessory	A0643DD Rm41 SM11
SinMel18597	accessory	A0643DD M270 Rm41 SM11
SinMel18598	accessory	A0643DD M270 Rm41 SM11
SinMel18599	accessory	A0643DD M270 Rm41 SM11
SinMel186	accessory	1A42 H1 HM007-10 HM015-1 KH35c M10 M156 M162 M195 M243 M249 M268 M270 M30 T027 T073
SinMel18605	accessory	A0643DD M162 M270 Rm41 SM11 T073
SinMel18606	accessory	A0643DD M270 Rm41 SM11
SinMel18607	accessory	A0643DD M162 M270 Rm41 SM11 T073
SinMel18608	accessory	A0643DD M162 M270 Rm41 SM11 T073
SinMel18609	accessory	A0643DD M270 Rm41 SM11
SinMel18610	accessory	A0643DD Rm41 SM11
SinMel18611	accessory	A0643DD M270 Rm41 SM11
SinMel18612	accessory	A0643DD M270 Rm41 SM11
SinMel18613	accessory	A0643DD HM006-1 HM007-12 M162 M270 Rm41 SM11 T073
SinMel18614	accessory	H1 Rm41
SinMel18615	accessory	AK11 AK58 AK75 KH46c Rm41
SinMel18617	accessory	AK11 Rm41
SinMel18619	accessory	M162 Rm41 T073
SinMel1863	accessory	HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 USDA1002 USDA1021
SinMel18634	accessory	HM007-10 Rm41
SinMel1865	accessory	KH16b M195 M30
SinMel18651	accessory	AK75 KH16b KH46c Rm41
SinMel18652	accessory	AK75 KH16b KH46c N6B1 Rm41
SinMel18653	accessory	KH16b KH46c Rm41
SinMel18655	accessory	AK75 KH16b KH46c Rm41
SinMel18656	accessory	AK75 KH16b KH46c Rm41
SinMel18657	accessory	AK75 KH16b KH46c Rm41
SinMel18658	accessory	AK75 KH16b KH46c Rm41
SinMel18659	accessory	AK75 KH16b KH46b KH46c Rm41
SinMel18675	accessory	HM006-1 HM007-12 KH16b M249 N6B1 Rm41 USDA1021
SinMel18676	accessory	HM007-10 KH12g KH35c KH48e M210 Rm41
SinMel18680	accessory	AK11 AK75 Rm41
SinMel18681	accessory	AK11 AK75 BL225C C0431A KH16b KH46c Rm41
SinMel18685	accessory	AK11 AK75 KH16b N6B1 Rm41
SinMel18686	accessory	AK11 AK75 KH16b N6B1 Rm41
SinMel18690	accessory	KH16b KH46c Rm41 USDA1002 USDA1021
SinMel18692	accessory	HM006-1 Rm41
SinMel18696	accessory	AK11 AK75 BL225C C0431A Rm41
SinMel18698	accessory	BL225C C0431A HM007-17 HM015-1 HM031-1 KH16b KH46b KH46c KH48e Rm41 USDA1021
SinMel18699	accessory	BL225C C0431A HM007-17 HM015-1 HM031-1 KH16b KH46b KH46c KH48e Rm41 USDA1021
SinMel187	accessory	1A42 M156 M195 M243 M249 M268 M30 T027 T073
SinMel18700	accessory	BL225C C0431A HM007-17 HM015-1 HM031-1 KH46b KH46c KH48e M162 M210 Rm41 USDA1021
SinMel18703	accessory	AK11 AK75 BL225C C0431A HM006-1 HM007-12 HM007-17 HM015-1 HM031-1 KH16b KH35b KH46b KH46c KH48e Rm41 USDA1021
SinMel18705	accessory	AK58 KH46c M162 M270 Rm41 USDA1021
SinMel18706	accessory	AK11 AK75 HM015-1 N6B1 Rm41
SinMel18707	accessory	HM015-1 N6B1 Rm41
SinMel18708	accessory	AK11 AK75 B021CC GR4 HM007-10 HM015-1 KH35c M162 M270 N6B1 Rm41
SinMel18709	accessory	AK11 AK75 B021CC GR4 HM007-10 HM015-1 KH35c M162 M270 N6B1 Rm41
SinMel18710	accessory	AK11 AK75 HM015-1 N6B1 Rm41
SinMel18712	accessory	AK11 AK75 HM015-1 N6B1 Rm41
SinMel18713	accessory	AK11 AK75 HM015-1 N6B1 Rm41
SinMel18714	accessory	1A42 Rm41
SinMel18720	accessory	AK58 C0431A H1 HM006-1 HM007-12 HM007-17 HM031-1 KH16b KH35b KH46b KH46c M162 M210 M270 Rm41 T094
SinMel18721	accessory	AK58 BL225C C0431A HM006-1 HM007-12 KH16b KH46b KH46c M162 M270 Rm41
SinMel18722	accessory	C0431A KH35b M270 Rm41
SinMel18723	accessory	AK11 AK58 AK75 BL225C C0431A H1 HM006-1 HM007-12 HM007-17 HM031-1 KH16b KH35b KH46b KH46c M162 M210 M270 Rm41
SinMel18724	accessory	AK11 AK58 AK75 BL225C C0431A H1 HM006-1 HM007-12 HM007-17 HM031-1 KH16b KH35b KH46b KH46c M162 M210 M270 Rm41
SinMel18725	accessory	AK11 AK58 AK75 BL225C C0431A H1 HM007-17 HM031-1 M162 M210 Rm41
SinMel18726	accessory	AK11 AK58 AK75 BL225C C0431A H1 HM006-1 HM007-12 HM007-17 HM031-1 KH16b KH46b KH46c M162 M210 M270 Rm41
SinMel18727	accessory	KH12g KH48e M210 Rm41
SinMel18728	accessory	BL225C C0431A HM006-1 HM007-12 KH16b KH46b KH46c Rm41 USDA1021
SinMel18730	accessory	A0641M BL225C C0431A GR4 HM006-1 HM007-12 KH16b KH35b KH46b KH46c N6B1 Rm41 USDA1021
SinMel18731	accessory	Rm41 USDA1002
SinMel18732	accessory	Rm41 SM11
SinMel18733	accessory	C0431A HM007-12 Rm41 SM11
SinMel18734	accessory	Rm41 SM11 USDA1002
SinMel18742	accessory	GR4 Rm41
SinMel18743	accessory	GR4 Rm41
SinMel18748	accessory	AK11 AK75 N6B1 Rm41 USDA1021
SinMel18749	accessory	GR4 Rm41
SinMel18757	accessory	A0641M AK58 BL225C HM006-1 HM007-12 HM015-1 KH46c M10 M249 Rm41
SinMel18759	accessory	AK11 AK75 B021CC C0431A H1 N6B1 Rm41 T094 USDA1021
SinMel18760	accessory	AK11 AK75 HM006-1 HM007-10 HM007-12 HM031-1 KH35b M10 Rm41 USDA1021
SinMel18761	accessory	1A42 B021CC C0431A GR4 H1 Rm41
SinMel18762	accessory	1A42 B021CC BL225C C0431A GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e Rm41
SinMel18765	accessory	GR4 Rm41
SinMel18773	accessory	KH35b Rm41
SinMel18779	accessory	A0643DD AK75 KH46c M270 N6B1 Rm41 T073 T094 USDA1002 USDA1021
SinMel1878	accessory	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel18780	accessory	KH46c N6B1 Rm41 SM11 T073 T094 USDA1002 USDA1021
SinMel18785	accessory	Rm41 SM11
SinMel18787	accessory	C0431A HM006-1 HM007-12 HM007-17 HM031-1 KH16b KH30a KH46c N6B1 Rm41 T094 USDA1021
SinMel18789	accessory	AK58 B021CC HM006-1 HM007-12 KH46c M210 N6B1 Rm41 SM11 T094 USDA1002 USDA1021
SinMel1879	accessory	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002
SinMel18792	accessory	GR4 Rm41
SinMel18793	accessory	2011 C0431A KH46c Rm1021 Rm41
