#orth_id	prot_id
Rhizo13688	mll0899
Rhizo8480	pRL120289
Rhizo8487	SMa2037
Rhizo8486	SMa2034
Rhizo8485	SMa2033
Rhizo8484	SMa2032
Rhizo722	RHE_CH00398
Rhizo722	SMc01133
Rhizo722	NGR_c00230
Rhizo722	RL0416
Rhizo722	Smed_0022
Rhizo722	mlr3203
Rhizo145	RHE_PD00150
Rhizo145	NGR_b10330
Rhizo145	SMa1308
Rhizo145	Smed_6400
Rhizo145	mlr9256
Rhizo145	pRL70155
Rhizo8013	SMa0742
Rhizo15305	mlr6144
Rhizo15304	msr6143
Rhizo15307	mll8754
Rhizo15306	mll6146
Rhizo15301	mlr6140
Rhizo387	RHE_CH00052
Rhizo387	SMc02581
Rhizo387	NGR_c34110
Rhizo387	Smed_3270
Rhizo387	RL0054
Rhizo387	mlr4664
Rhizo15303	mll6142
Rhizo15302	mlr6141
Rhizo6627	SMc02338
Rhizo6627	Smed_2475
Rhizo8647	NGR_a00590
Rhizo15309	msr6149
Rhizo15308	msl6147
Rhizo7763	SMa0155
Rhizo7763	Smed_5135
Rhizo7762	SMa0148
Rhizo7762	Smed_5140
Rhizo7762	mll8131
Rhizo7761	SMa0146
Rhizo7761	Smed_5141
Rhizo7760	SMa0144
Rhizo7760	Smed_5142
Rhizo7767	SMa0168
Rhizo7766	SMa0164
Rhizo7766	Smed_5131
Rhizo7765	SMa0162
Rhizo7764	SMa0157
Rhizo7764	Smed_5134
Rhizo8267	SMa1473
Rhizo8267	Smed_5108
Rhizo8267	NGR_b23430
Rhizo8267	mll4500
Rhizo8266	SMa1471
Rhizo8266	Smed_5107
Rhizo8266	mll4498
Rhizo7769	SMa0179
Rhizo7768	SMa0175
Rhizo7768	NGR_c14190
Rhizo7768	Smed_5647
Rhizo8263	SMa1465
Rhizo8263	Smed_5104
Rhizo8262	SMa1462
Rhizo8262	Smed_5103
Rhizo8262	pRL120750
Rhizo8261	SMa1461
Rhizo8261	Smed_5102
Rhizo8261	mll7352
Rhizo8260	SMa1456
Rhizo8260	Smed_5100
Rhizo8260	mll9651
Rhizo3073	RHE_CH02802
Rhizo3073	msr1476
Rhizo3073	NGR_c20610
Rhizo3073	SMc01452
Rhizo3073	Smed_2029
Rhizo3073	RL3259
Rhizo3072	RHE_CH02801
Rhizo3072	Smed_2028
Rhizo3072	SMc01451
Rhizo3072	NGR_c20600
Rhizo3072	RL3258
Rhizo3071	RHE_CH02800
Rhizo3071	Smed_2027
Rhizo3071	SMc01450
Rhizo3071	NGR_c20590
Rhizo3071	RL3257
Rhizo3071	mlr1474
Rhizo3070	RHE_CH02799
Rhizo3070	SMc01444
Rhizo3070	Smed_2021
Rhizo3070	mll1467
Rhizo3070	NGR_c20540
Rhizo3070	RL3256
Rhizo3077	RHE_CH02806
Rhizo3077	NGR_c28880
Rhizo3077	Smed_2734
Rhizo3077	SMc04055
Rhizo3077	mll4082
Rhizo3077	RL3263
Rhizo3076	RHE_CH02805
Rhizo3076	NGR_c28890
Rhizo3076	SMc04056
Rhizo3076	Smed_2735
Rhizo3076	mlr4087
Rhizo3076	RL3262
Rhizo3075	RHE_CH02804
Rhizo3075	RL3261
Rhizo3075	SMc01455
Rhizo3075	Smed_2031
Rhizo3075	mll1488
Rhizo3075	NGR_c20630
Rhizo3074	RHE_CH02803
Rhizo3074	Smed_2030
Rhizo3074	SMc01454
Rhizo3074	NGR_c20620
Rhizo3074	RL3260
Rhizo3074	mll1482
Rhizo3079	RHE_CH02809
Rhizo3079	RL3266
Rhizo3079	NGR_c09390
Rhizo3079	mlr5159
Rhizo3078	RHE_CH02808
Rhizo3078	NGR_c04680
Rhizo12622	Smed_5306
Rhizo2715	RHE_CH02435
Rhizo2715	SM_b21441
Rhizo2715	Smed_4414
Rhizo2715	NGR_b11150
Rhizo2714	RHE_CH02434
Rhizo2714	NGR_c17260
Rhizo2714	Smed_1596
Rhizo2714	SMc00132
Rhizo2714	RL2773
Rhizo2714	mlr0554
Rhizo2717	RHE_CH02438
Rhizo2717	SMc00131
Rhizo2717	Smed_1597
Rhizo2717	RL2776
Rhizo2717	mll0557
Rhizo2717	NGR_c17270
Rhizo12621	Smed_5305
Rhizo13508	mll0182
Rhizo9844	NGR_c00980
Rhizo2711	RHE_CH02431
Rhizo2711	Smed_4502
Rhizo2711	SM_b21008
Rhizo2711	NGR_c23830
Rhizo2711	RL2766
Rhizo2711	mll2255
Rhizo2710	RHE_CH02430
Rhizo2710	NGR_c23820
Rhizo2710	SM_b21007
Rhizo2710	RL2765
Rhizo2710	Smed_4503
Rhizo2710	mll2253
Rhizo16148	msr9396
Rhizo16149	mlr9057
Rhizo2713	RHE_CH02433
Rhizo2713	NGR_c17250
Rhizo2713	SMc00133
Rhizo2713	Smed_1595
Rhizo2713	mlr0552
Rhizo2713	RL2772
Rhizo16142	mlr9041
Rhizo16143	mlr9042
Rhizo16140	mlr9036
Rhizo16141	mlr9039
Rhizo16146	mlr9047
Rhizo16147	mlr9052
Rhizo16144	msr9043
Rhizo16145	msr9044
Rhizo12308	pRL110292
Rhizo12309	pRL110293
Rhizo12658	Smed_5443
Rhizo12659	Smed_5444
Rhizo604	RHE_CH00279
Rhizo604	SMc00381
Rhizo604	Smed_3501
Rhizo604	NGR_c36400
Rhizo604	RL0285
Rhizo12652	Smed_5437
Rhizo12301	pRL110271
Rhizo12650	Smed_5433
Rhizo12651	Smed_5434
Rhizo554	RHE_CH00228
Rhizo554	RL0236
Rhizo12305	pRL110284
Rhizo12305	mlr1826
Rhizo12654	Smed_5439
Rhizo12655	Smed_5440
Rhizo6140	SMc00798
Rhizo6140	Smed_0347
Rhizo6140	NGR_c03600
Rhizo9846	NGR_c01200
Rhizo6142	SMc00800
Rhizo6142	NGR_c03620
Rhizo6142	Smed_0349
Rhizo6143	SMc00801
Rhizo6143	Smed_0350
Rhizo6144	SMc00802
Rhizo6144	NGR_c03640
Rhizo6144	Smed_0351
Rhizo6144	mll3729
Rhizo6145	SMc00806
Rhizo6145	Smed_0356
Rhizo6146	SMc00809
Rhizo4118	RHE_CH03870
Rhizo4118	SMc02501
Rhizo4118	Smed_2922
Rhizo4118	RL4407
Rhizo4118	NGR_c31110
Rhizo4118	mll4060
Rhizo6148	SMc00822
Rhizo6148	mll1857
Rhizo6149	SMc00823
Rhizo6149	mll1856
Rhizo6418	SMc04187
Rhizo6418	mll1771
Rhizo6418	Smed_1839
Rhizo6418	NGR_c19040
Rhizo6419	SMc04188
Rhizo6419	NGR_c19050
Rhizo6419	Smed_1840
Rhizo2302	RHE_CH02015
Rhizo2303	RHE_CH02016
Rhizo2300	RHE_CH02013
Rhizo2301	RHE_CH02014
Rhizo2301	SMa2171
Rhizo2301	Smed_6513
Rhizo2301	NGR_b09780
Rhizo2306	RHE_CH02020
Rhizo2306	NGR_c02190
Rhizo2306	mll8040
Rhizo2307	RHE_CH02021
Rhizo2307	pRL90118
Rhizo2304	RHE_CH02017
Rhizo2305	RHE_CH02018
Rhizo2308	RHE_CH02022
Rhizo2309	RHE_CH02023
Rhizo2309	SMa1939
Rhizo2309	mll0858
Rhizo2309	NGR_c25670
Rhizo2309	RL2319
Rhizo10875	pRL90317
Rhizo8708	NGR_a01590
Rhizo606	RHE_CH00281
Rhizo606	SMc00383
Rhizo606	NGR_c36420
Rhizo606	Smed_3505
Rhizo606	RL0287
Rhizo606	mlr1410
Rhizo755	RHE_CH00431
Rhizo755	NGR_c00770
Rhizo755	RL0447
Rhizo755	mll4821
Rhizo755	SMa1077
Rhizo755	Smed_4447
Rhizo752	RHE_CH00428
Rhizo752	Smed_0075
Rhizo752	NGR_c00740
Rhizo752	SMc01726
Rhizo752	RL0445
Rhizo752	mlr4826
Rhizo8428	SMa1840
Rhizo8428	Smed_5603
Rhizo8428	NGR_b06910
Rhizo8428	mll7047
Rhizo8428	pRL120631
Rhizo5826	RHE_PF00434
Rhizo5826	pRL120419
Rhizo5826	Smed_3162
Rhizo5826	SMc04388
Rhizo5826	NGR_b16510
Rhizo5827	RHE_PF00435
Rhizo5827	pRL120418
Rhizo5827	NGR_b03320
Rhizo5824	RHE_PF00432
Rhizo5036	RHE_PE00095
Rhizo5036	RL3857
Rhizo5822	RHE_PF00430
Rhizo5822	SM_b20003
Rhizo5822	NGR_c30250
Rhizo5822	Smed_4127
Rhizo5822	pRL120421
Rhizo5823	RHE_PF00431
Rhizo5820	RHE_PF00428
Rhizo5820	pRL120513
Rhizo5820	mll5197
Rhizo5820	NGR_c20350
Rhizo5820	SMa1459
Rhizo5820	Smed_5101
Rhizo5821	RHE_PF00429
Rhizo4250	RHE_CH04004
Rhizo4250	NGR_c32850
Rhizo4250	RL4636
Rhizo4250	SMc03894
Rhizo4250	mll3858
Rhizo4250	Smed_3138
Rhizo751	RHE_CH00427
Rhizo9840	NGR_c00840
Rhizo5828	RHE_PF00436
Rhizo5828	Smed_2093
Rhizo5828	NGR_b07060
Rhizo5828	pRL120417
Rhizo5828	mll3992
Rhizo5829	RHE_PF00437
Rhizo5829	NGR_b07050
Rhizo5829	pRL120416
Rhizo5649	RHE_PF00257
Rhizo5649	pRL120727
Rhizo13019	Smed_6483
Rhizo13019	msr9263
Rhizo13018	Smed_6482
Rhizo13018	mlr9262
Rhizo7044	SM_b20321
Rhizo7044	Smed_3816
Rhizo13012	Smed_6469
Rhizo13011	Smed_6468
Rhizo13011	mlr4158
Rhizo13010	Smed_6460
Rhizo13017	Smed_6480
Rhizo13016	Smed_6478
Rhizo13015	Smed_6474
Rhizo13014	Smed_6473
Rhizo1790	RHE_CH01485
Rhizo1790	SMc00610
Rhizo1790	Smed_0790
Rhizo1790	NGR_c09280
Rhizo1790	RL1593
Rhizo1790	mlr0150
Rhizo14166	mll2278
Rhizo1791	RHE_CH01486
Rhizo1791	RL1594
Rhizo1791	mlr2305
Rhizo8421	SMa1821
Rhizo8421	Smed_3974
Rhizo9841	NGR_c00910
Rhizo1792	RHE_CH01487
Rhizo1792	Smed_0791
Rhizo1792	NGR_c09320
Rhizo1792	SMc00614
Rhizo1792	mll7961
Rhizo1792	RL1595
Rhizo12459	Smed_3912
Rhizo6993	SM_b20226
Rhizo6993	Smed_3902
Rhizo1793	RHE_CH01488
Rhizo1793	SMc00615
Rhizo1793	NGR_c09330
Rhizo1793	Smed_0792
Rhizo1793	RL1596
Rhizo1793	mll7962
Rhizo758	RHE_CH00434
Rhizo758	RL0450
Rhizo758	Smed_4459
Rhizo6992	SM_b20225
Rhizo6992	NGR_c30400
Rhizo6992	Smed_3903
Rhizo1794	RHE_CH01489
Rhizo1794	NGR_c09340
Rhizo1794	Smed_0793
Rhizo1794	SMc00616
Rhizo1794	mlr7966
Rhizo1794	RL1597
Rhizo759	RHE_CH00435
Rhizo759	Smed_4458
Rhizo759	RL0451
Rhizo759	msl9578
Rhizo8420	SMa1820
Rhizo1795	RHE_CH01490
Rhizo1795	SMc00617
Rhizo1795	NGR_c09350
Rhizo1795	Smed_0794
Rhizo1795	RL1598
Rhizo1795	mlr7968
Rhizo14167	mlr2279
Rhizo6990	SM_b20214
Rhizo6990	Smed_5531
Rhizo6990	RL4052
Rhizo1796	RHE_CH01491
Rhizo1796	SMc00618
Rhizo1796	Smed_0795
Rhizo1796	NGR_c09360
Rhizo1796	RL1599
Rhizo1796	mlr8161
Rhizo16204	mll9152
Rhizo9842	NGR_c00920
Rhizo1797	RHE_CH01492
Rhizo1797	SMc00619
Rhizo1797	Smed_0796
Rhizo1797	NGR_c09370
Rhizo1797	RL1600
Rhizo1797	mlr8162
Rhizo14246	mll2462
Rhizo14825	msl4700
Rhizo14245	mll2461
Rhizo6994	SM_b20230
Rhizo6994	Smed_2316
Rhizo15943	mll8064
Rhizo15942	mll8063
Rhizo11693	RL3950
Rhizo15940	msl8061
Rhizo16207	mll9155
Rhizo15946	msl8069
Rhizo15945	mll8068
Rhizo8641	NGR_a00530
Rhizo15949	msl8074
Rhizo15948	msl8073
Rhizo5221	RHE_PE00284
Rhizo5221	NGR_c02500
Rhizo5221	Smed_0230
Rhizo5221	SMc03003
Rhizo5221	pRL110408
Rhizo5221	mll5701
Rhizo10231	NGR_c21790
Rhizo9509	NGR_b14500
Rhizo9508	NGR_b14490
Rhizo16483	mlr9740
Rhizo9505	NGR_b14410
Rhizo9504	NGR_b14400
Rhizo9504	mll2702
Rhizo9507	NGR_b14480
Rhizo9506	NGR_b14450
Rhizo9501	NGR_b14370
Rhizo9500	NGR_b14350
Rhizo9503	NGR_b14390
Rhizo9503	mll2499
Rhizo9502	NGR_b14380
Rhizo16206	mll9154
Rhizo4159	RHE_CH03911
Rhizo4159	SMc03238
Rhizo4159	NGR_c32040
Rhizo4159	Smed_2973
Rhizo4159	RL4502
Rhizo4159	mll4156
Rhizo4158	RHE_CH03910
Rhizo4158	Smed_2972
Rhizo4158	NGR_c32050
Rhizo4158	SMc03237
Rhizo4158	RL4501
Rhizo4158	mlr4214
Rhizo4155	RHE_CH03907
Rhizo4155	SMc03234
Rhizo4155	NGR_c32080
Rhizo4155	Smed_2969
Rhizo4155	RL4498
Rhizo4155	mll4218
Rhizo4154	RHE_CH03906
Rhizo4154	NGR_c32090
Rhizo4154	SMc03233
Rhizo4154	Smed_2968
Rhizo4154	RL4497
Rhizo4154	mll4219
Rhizo4157	RHE_CH03909
Rhizo4157	Smed_2971
Rhizo4157	SMc03236
Rhizo4157	NGR_c32060
Rhizo4157	RL4500
Rhizo4157	mll4216
Rhizo4156	RHE_CH03908
Rhizo4156	SMc03235
Rhizo4156	NGR_c32070
Rhizo4156	Smed_2970
Rhizo4156	RL4499
Rhizo4156	mll4217
Rhizo4151	RHE_CH03903
Rhizo4151	Smed_2965
Rhizo4151	NGR_c32120
Rhizo4151	SMc03230
Rhizo4151	RL4494
Rhizo4151	mlr4224
Rhizo4150	RHE_CH03902
Rhizo4150	SMc03229
Rhizo4150	Smed_2964
Rhizo4150	RL4493
Rhizo4150	NGR_c32130
Rhizo4150	mlr4225
Rhizo4153	RHE_CH03905
Rhizo4153	NGR_c32100
Rhizo4153	Smed_2967
Rhizo4153	SMc03232
Rhizo4153	RL4496
Rhizo4153	mll4221
Rhizo4152	RHE_CH03904
Rhizo4152	NGR_c32110
Rhizo4152	Smed_2966
Rhizo4152	SMc03231
Rhizo4152	mll4223
Rhizo4152	RL4495
Rhizo14823	mll4698
Rhizo4595	RHE_PB00049
Rhizo16482	msr9739
Rhizo10585	pRL120213
Rhizo10586	pRL120214
Rhizo16201	mll9149
Rhizo10587	pRL120215
Rhizo5646	RHE_PF00254
Rhizo5646	Smed_5881
Rhizo5646	pRL120734
Rhizo10279	NGR_c23050
Rhizo10276	NGR_c23020
Rhizo10276	mlr6821
Rhizo10277	NGR_c23030
Rhizo10277	mlr6819
Rhizo10274	NGR_c23000
Rhizo10275	NGR_c23010
Rhizo10275	mlr6822
Rhizo10272	NGR_c22980
Rhizo10273	NGR_c22990
Rhizo7045	SM_b20322
Rhizo7045	Smed_3815
Rhizo10271	NGR_c22780
Rhizo11828	pRL100028
Rhizo10583	pRL120202
Rhizo16200	mll9147
Rhizo11829	pRL100029
Rhizo3891	RHE_CH03634
Rhizo3891	SMc03152
Rhizo3891	Smed_2778
Rhizo3891	RL4161
Rhizo3891	NGR_c29330
Rhizo3891	mll2991
Rhizo3890	RHE_CH03633
Rhizo3890	SMc03151
Rhizo3890	Smed_2777
Rhizo3890	NGR_c29320
Rhizo3890	RL4160
Rhizo3890	mll2986
Rhizo3893	RHE_CH03636
Rhizo3893	SMc03154
Rhizo3893	NGR_c29350
Rhizo3893	Smed_2780
Rhizo3893	RL4163
Rhizo3893	mll4592
Rhizo3892	RHE_CH03635
Rhizo3892	NGR_c29340
Rhizo3892	RL4162
Rhizo3892	Smed_2779
Rhizo3892	SMc03153
Rhizo3892	mlr2994
Rhizo3895	RHE_CH03638
Rhizo3895	SMc03156
Rhizo3895	NGR_c29370
Rhizo3895	Smed_2782
Rhizo3895	RL4166
Rhizo3895	mll2992
Rhizo3894	RHE_CH03637
Rhizo3894	NGR_c29360
Rhizo3894	SMc03155
Rhizo3894	Smed_2781
Rhizo3894	RL4164
Rhizo3894	mll4591
Rhizo3897	RHE_CH03640
Rhizo3897	SMc03160
Rhizo3897	Smed_2786
Rhizo3897	NGR_c29440
Rhizo3897	RL4168
Rhizo3896	RHE_CH03639
Rhizo3896	RL4167
Rhizo3899	RHE_CH03642
Rhizo3899	Smed_2787
Rhizo3899	SMc03161
Rhizo3899	mll3361
Rhizo3899	RL4170
Rhizo3899	NGR_c29450
Rhizo3898	RHE_CH03641
Rhizo3898	RL4169
Rhizo13197	Smed_1643
Rhizo13197	mlr6132
Rhizo16480	msr9737
Rhizo16203	mll9151
Rhizo5790	RHE_PF00398
Rhizo5790	SM_b20299
Rhizo5790	NGR_c30190
Rhizo5790	pRL120528
Rhizo5790	Smed_3832
Rhizo11186	RL1684
Rhizo10092	NGR_c14830
Rhizo10093	NGR_c14850
Rhizo10090	NGR_c14800
Rhizo10091	NGR_c14810
Rhizo10096	NGR_c15060
Rhizo10097	NGR_c15500
Rhizo10097	Smed_1185
Rhizo10094	NGR_c14860
Rhizo10095	NGR_c14990
Rhizo10098	NGR_c15520
Rhizo10099	NGR_c15640
Rhizo121	RHE_PD00125
Rhizo16487	mlr9745
Rhizo2856	RHE_CH02580
Rhizo3333	RHE_CH03064
Rhizo3333	NGR_c23430
Rhizo3333	mll2569
Rhizo3333	RL3508
Rhizo11822	pRL100022A
Rhizo3425	RHE_CH03157
Rhizo3425	Smed_4481
Rhizo3425	SM_b20887
Rhizo3425	NGR_c24080
Rhizo3425	RL3609
Rhizo3425	mll0716
Rhizo2857	RHE_CH02582
Rhizo2857	mlr5690
Rhizo2857	RL2980
Rhizo16202	mll9150
Rhizo11823	pRL100023
Rhizo2854	RHE_CH02578
Rhizo2854	NGR_c01640
Rhizo2854	SMc02225
Rhizo2854	Smed_0141
Rhizo2854	mlr3777
Rhizo2854	RL2978
Rhizo11188	RL1699
Rhizo16039	mll8340
Rhizo5222	RHE_PE00285
Rhizo5222	SMc03002
Rhizo5222	Smed_0229
Rhizo5222	NGR_c02490
Rhizo5222	pRL110409
Rhizo5222	mll5702
Rhizo12639	Smed_5411
Rhizo2852	RHE_CH02576
Rhizo2852	mll5372
Rhizo2852	RL2972
Rhizo2852	NGR_c30300
Rhizo2852	SM_b21560
Rhizo120	RHE_PD00124
Rhizo120	mlr6247
Rhizo120	SM_b20541
Rhizo120	pRL70146
Rhizo120	NGR_b22420
Rhizo120	Smed_4782
Rhizo16486	mlr9743
Rhizo2853	RHE_CH02577
Rhizo2853	NGR_a00800
Rhizo2853	RL2973
Rhizo2853	mll5373
Rhizo10898	RL0248
Rhizo10899	RL0292
Rhizo2850	RHE_CH02574
Rhizo2850	mll2478
Rhizo10892	RL0194
Rhizo10892	mlr1825
Rhizo10893	RL0229
Rhizo10890	RL0192
Rhizo8702	NGR_a01530
Rhizo10896	pRL0241A
Rhizo10897	RL0247
Rhizo10894	RL0240
Rhizo10895	RL0241
Rhizo3587	RHE_CH03322
Rhizo3587	Smed_2393
Rhizo3587	SMc01947
Rhizo3587	NGR_c25160
Rhizo3587	RL3746
Rhizo3587	mll3972
Rhizo10811	pRL90122
Rhizo3586	RHE_CH03321
Rhizo3586	Smed_2392
Rhizo3586	SMc01946
Rhizo3586	NGR_c25150
Rhizo3586	mll3970
Rhizo3586	RL3745
Rhizo9377	NGR_b09770
Rhizo3585	RHE_CH03320
Rhizo3585	Smed_4179
Rhizo3585	NGR_b21850
Rhizo3585	SM_b20610
Rhizo3585	RL3744
Rhizo532	RHE_CH00206
Rhizo532	SMc04110
Rhizo532	NGR_c34680
Rhizo532	Smed_3353
Rhizo532	RL0215
Rhizo532	mlr5598
Rhizo3856	RHE_CH03599
Rhizo3856	SMc03927
Rhizo3856	NGR_c29000
Rhizo3856	Smed_2745
Rhizo3856	RL4120
Rhizo3856	mlr3097
Rhizo533	RHE_CH00207
Rhizo533	NGR_c34690
Rhizo533	Smed_3354
Rhizo533	mlr5600
Rhizo533	SMc04109
Rhizo533	RL0216
Rhizo3583	RHE_CH03317
Rhizo3583	NGR_b21780
Rhizo3583	Smed_4184
Rhizo3583	SM_b20605
Rhizo3583	mll0762
Rhizo3583	RL3741
Rhizo530	RHE_CH00204
Rhizo530	SMc04112
Rhizo530	Smed_3351
Rhizo530	NGR_c34660
Rhizo530	RL0213
Rhizo530	mlr5595
Rhizo3850	RHE_CH03593
Rhizo3850	SMc04460
Rhizo3850	Smed_2739
Rhizo3850	NGR_c28940
Rhizo3850	RL4114
Rhizo3850	mlr7586
Rhizo10816	pRL90128
Rhizo10816	Smed_5761
Rhizo10816	mll1900
Rhizo9202	NGR_b07270
Rhizo531	RHE_CH00205
Rhizo531	SMc04111
Rhizo531	RL0214
Rhizo531	Smed_3352
Rhizo531	mlr5597
Rhizo531	NGR_c34670
Rhizo3946	RHE_CH03689
Rhizo3946	SM_b20347
Rhizo3946	mlr7295
Rhizo3946	Smed_3772
Rhizo3946	NGR_b18920
Rhizo3946	RL4225
Rhizo3853	RHE_CH03596
Rhizo3853	Smed_2742
Rhizo3853	RL4117
Rhizo3853	NGR_c28970
Rhizo3853	SMc03924
Rhizo3853	mlr7589
Rhizo9203	NGR_b07280
Rhizo536	RHE_CH00210
Rhizo536	SMc02822
Rhizo536	RL0219
Rhizo536	Smed_3357
Rhizo536	NGR_c34720
Rhizo536	mlr5604
Rhizo3580	RHE_CH03314
Rhizo3580	NGR_b21750
Rhizo3580	SM_b20602
Rhizo3580	Smed_4187
Rhizo3580	mll0758
Rhizo3580	RL3738
Rhizo9200	NGR_b07220
Rhizo12635	Smed_5398
Rhizo16331	mll9372
Rhizo16330	mlr9371
Rhizo16333	mlr9375
Rhizo16332	mll9373
Rhizo16335	mlr9377
Rhizo534	RHE_CH00208
Rhizo534	SMc02820
Rhizo534	NGR_c34700
Rhizo534	Smed_3355
Rhizo534	RL0217
Rhizo534	mlr5602
Rhizo16337	mlr9379
Rhizo16336	mlr9378
Rhizo16339	mlr9382
Rhizo9206	NGR_b07320
Rhizo9206	RL4575
Rhizo535	RHE_CH00209
Rhizo535	SMc02821
Rhizo535	Smed_3356
Rhizo535	RL0218
Rhizo535	NGR_c34710
Rhizo535	mlr5603
Rhizo10817	pRL90129
Rhizo9207	NGR_b07330
Rhizo635	RHE_CH00311
Rhizo635	Smed_3537
Rhizo635	SMc00409
Rhizo635	NGR_c36670
Rhizo12820	Smed_5927
Rhizo12823	Smed_5934
Rhizo12822	Smed_5933
Rhizo12825	Smed_5938
Rhizo9204	NGR_b07290
Rhizo12827	Smed_5945
Rhizo632	RHE_CH00308
Rhizo632	SMc00406
Rhizo632	NGR_c36640
Rhizo632	Smed_3534
Rhizo632	mlr4636
Rhizo632	RL0326
Rhizo8010	SMa0738
Rhizo8010	Smed_6064
Rhizo12828	Smed_5946
Rhizo8012	SMa0740
Rhizo9205	NGR_b07300
Rhizo639	RHE_CH00315
Rhizo639	SMc00413
Rhizo639	Smed_3541
Rhizo639	NGR_c36710
Rhizo639	RL0332
Rhizo639	mlr7505
Rhizo638	RHE_CH00314
Rhizo638	Smed_3540
Rhizo638	NGR_c36700
Rhizo638	SMc00412
Rhizo638	mll4751
Rhizo638	RL0331
Rhizo8016	SMa0747
Rhizo12538	Smed_4811
Rhizo11323	RL2153
Rhizo11322	RL2152
Rhizo11321	RL2150
Rhizo11321	Smed_6214
Rhizo1946	RHE_CH01645
Rhizo1946	NGR_c11120
Rhizo1946	Smed_0957
Rhizo1946	SMc01336
Rhizo1946	RL1741
Rhizo1946	mll0212
Rhizo11327	RL2158
Rhizo14794	mlr4646
Rhizo11325	RL2156
Rhizo11324	RL2154
Rhizo14799	mlr4654
Rhizo15495	mlr6585
Rhizo11329	RL2160
Rhizo3588	RHE_CH03323
Rhizo3588	NGR_c25170
Rhizo3588	SMc01948
Rhizo3588	Smed_2394
Rhizo3588	mll3974
Rhizo3588	RL3747
Rhizo10814	pRL90125
Rhizo9208	NGR_b07340
Rhizo15494	msl6584
Rhizo15446	mll6465
Rhizo15447	mll6466
Rhizo15444	mll6463
Rhizo15445	mll6464
Rhizo15442	mlr6458
Rhizo15443	msl6462
Rhizo15440	mlr6429
Rhizo15441	mll6432
Rhizo15496	mll6587
Rhizo14942	mlr5208
Rhizo15448	mll6467
Rhizo15449	mll6469
Rhizo499	RHE_CH00172
Rhizo499	Smed_3369
Rhizo499	NGR_c34850
Rhizo499	SMc02835
Rhizo499	RL0182
Rhizo499	mlr4640
Rhizo498	RHE_CH00171
Rhizo498	NGR_c34870
Rhizo498	Smed_3370
Rhizo498	SMc02836
Rhizo498	RL0181
Rhizo498	mlr4641
Rhizo12799	Smed_5815
Rhizo12799	mll0243
Rhizo12798	Smed_5813
Rhizo361	RHE_CH00026
Rhizo361	NGR_c33830
Rhizo361	Smed_3242
Rhizo361	RL0026
Rhizo361	SMc02760
Rhizo361	mll5083
Rhizo12793	Smed_5782
Rhizo12792	Smed_5778
Rhizo493	RHE_CH00166
Rhizo493	NGR_b21020
Rhizo493	SM_b20760
Rhizo493	Smed_4234
Rhizo493	RL0176
Rhizo493	mlr3343
Rhizo492	RHE_CH00165
Rhizo492	Smed_4233
Rhizo492	SM_b20761
Rhizo492	NGR_b21030
Rhizo492	RL0175
Rhizo492	mlr3344
Rhizo495	RHE_CH00168
Rhizo495	RL0178
Rhizo495	SM_b20758
Rhizo495	Smed_4236
Rhizo495	NGR_b21000
Rhizo495	mll3341
Rhizo494	RHE_CH00167
Rhizo494	SM_b20759
Rhizo494	NGR_b21010
Rhizo494	Smed_4235
Rhizo494	RL0177
Rhizo494	mlr3342
Rhizo497	RHE_CH00170
Rhizo497	Smed_3371
Rhizo497	SMc02837
Rhizo497	NGR_c34880
Rhizo497	RL0180
Rhizo497	mlr4642
Rhizo496	RHE_CH00169
Rhizo496	SMc02838
Rhizo496	Smed_3372
Rhizo496	NGR_c34890
Rhizo496	RL0179
Rhizo496	mlr4643
Rhizo78	RHE_PD00080
Rhizo11509	RL2937
Rhizo79	RHE_PD00081
Rhizo11508	RL2929
Rhizo1244	RHE_CH00931
Rhizo1244	Smed_0504
Rhizo1244	SMc00961
Rhizo1244	NGR_c05070
Rhizo1244	RL1005
Rhizo1244	mlr1373
Rhizo11507	RL2928
Rhizo1245	RHE_CH00932
Rhizo620	RHE_CH00296
Rhizo11506	RL2923
Rhizo13382	Smed_2491
Rhizo3942	RHE_CH03685
Rhizo3942	SMc02880
Rhizo3942	Smed_3412
Rhizo3942	NGR_c35360
Rhizo3942	RL4221
Rhizo14025	msl1972
Rhizo12146	pRL80086
Rhizo11504	RL2921
Rhizo12147	pRL80087
Rhizo14944	mlr5216
Rhizo11503	RL2920
Rhizo7479	SM_b20973
Rhizo11502	RL2919
Rhizo70	RHE_PD00072
Rhizo12145	pRL80085
Rhizo14021	msl1965
Rhizo71	RHE_PD00073
Rhizo6959	SM_b20171
Rhizo6959	Smed_3945
Rhizo12142	pRL80082
Rhizo14828	mll4705
Rhizo551	RHE_CH00225
Rhizo551	NGR_b17070
Rhizo551	Smed_6004
Rhizo551	SMc04154
Rhizo551	pRL110553
Rhizo72	RHE_PD00074
Rhizo12143	pRL80083
Rhizo73	RHE_PD00075
Rhizo73	SMc02937
Rhizo12140	pRL80079
Rhizo14945	mlr5218
Rhizo74	RHE_PD00076
Rhizo74	Smed_6429
Rhizo74	SMc03287
Rhizo12141	pRL80080
Rhizo75	RHE_PD00077
Rhizo3796	RHE_CH03538
Rhizo3796	NGR_c18280
Rhizo3796	SMc04315
Rhizo3796	RL4055
Rhizo3796	mll7406
Rhizo3796	Smed_1770
Rhizo3797	RHE_CH03539
Rhizo3797	RL4056
